CODIGO_AUTO;CODIGO;DESCRIPCION;REFERENCIA;TIPO INSUMO;TIPO INSUMO DET;UND NEGOCIOS;CENTRO_COSTOS
3798;5798;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 +0.00;LCI-0003798;4;150;4;200102
3799;5799;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -0.25;LCI-0003799;4;150;4;200102
3800;5800;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -0.50;LCI-0003800;4;150;4;200102
3801;5801;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -0.75;LCI-0003801;4;150;4;200102
3802;5802;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -1.00;LCI-0003802;4;150;4;200102
3803;5803;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -1.25;LCI-0003803;4;150;4;200102
3804;5804;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -1.50;LCI-0003804;4;150;4;200102
3805;5805;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -1.75;LCI-0003805;4;150;4;200102
3806;5806;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -2.00;LCI-0003806;4;150;4;200102
3807;5807;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -2.25;LCI-0003807;4;150;4;200102
3808;5808;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -2.50;LCI-0003808;4;150;4;200102
3809;5809;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -2.75;LCI-0003809;4;150;4;200102
3810;5810;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -3.00;LCI-0003810;4;150;4;200102
3811;5811;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -3.25;LCI-0003811;4;150;4;200102
3812;5812;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -3.50;LCI-0003812;4;150;4;200102
3813;5813;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -3.75;LCI-0003813;4;150;4;200102
3814;5814;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -4.00;LCI-0003814;4;150;4;200102
3815;5815;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -4.25;LCI-0003815;4;150;4;200102
3816;5816;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -4.50;LCI-0003816;4;150;4;200102
3817;5817;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -4.75;LCI-0003817;4;150;4;200102
3818;5818;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -5.00;LCI-0003818;4;150;4;200102
3819;5819;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -5.25;LCI-0003819;4;150;4;200102
3820;5820;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -5.50;LCI-0003820;4;150;4;200102
3821;5821;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -5.75;LCI-0003821;4;150;4;200102
3822;5822;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -6.00;LCI-0003822;4;150;4;200102
3823;5823;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -6.50;LCI-0003823;4;150;4;200102
3824;5824;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -7.00;LCI-0003824;4;150;4;200102
3825;5825;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -7.50;LCI-0003825;4;150;4;200102
3826;5826;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -8.00;LCI-0003826;4;150;4;200102
3827;5827;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -8.50;LCI-0003827;4;150;4;200102
3828;5828;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -9.00;LCI-0003828;4;150;4;200102
3829;5829;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -9.50;LCI-0003829;4;150;4;200102
3830;5830;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -10.00;LCI-0003830;4;150;4;200102
3831;5831;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -10.50;LCI-0003831;4;150;4;200102
3832;5832;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -11.00;LCI-0003832;4;150;4;200102
3833;5833;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -11.50;LCI-0003833;4;150;4;200102
3834;5834;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -12.00;LCI-0003834;4;150;4;200102
3835;5835;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -12.50;LCI-0003835;4;150;4;200102
3836;5836;LENTES DE CONTACTO PREMIO BY MENICON ESFERICO CAJA X 6 -13.00;LCI-0003836;4;150;4;200102
3837;5837;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 +0.00;LCI-0003837;4;150;4;200102
3838;5838;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -0.25;LCI-0003838;4;150;4;200102
3839;5839;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -0.50;LCI-0003839;4;150;4;200102
3840;5840;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -0.75;LCI-0003840;4;150;4;200102
3841;5841;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -1.00;LCI-0003841;4;150;4;200102
3842;5842;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -1.25;LCI-0003842;4;150;4;200102
3843;5843;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -1.50;LCI-0003843;4;150;4;200102
3844;5844;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -1.75;LCI-0003844;4;150;4;200102
3845;5845;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -2.00;LCI-0003845;4;150;4;200102
3846;5846;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -2.25;LCI-0003846;4;150;4;200102
3847;5847;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -2.50;LCI-0003847;4;150;4;200102
3848;5848;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -2.75;LCI-0003848;4;150;4;200102
3849;5849;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -3.00;LCI-0003849;4;150;4;200102
3850;5850;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -3.25;LCI-0003850;4;150;4;200102
3851;5851;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -3.50;LCI-0003851;4;150;4;200102
3852;5852;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -3.75;LCI-0003852;4;150;4;200102
3853;5853;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -4.00;LCI-0003853;4;150;4;200102
3854;5854;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -4.25;LCI-0003854;4;150;4;200102
3855;5855;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -4.50;LCI-0003855;4;150;4;200102
3856;5856;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -4.75;LCI-0003856;4;150;4;200102
3857;5857;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -5.00;LCI-0003857;4;150;4;200102
3858;5858;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -5.25;LCI-0003858;4;150;4;200102
3859;5859;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -5.50;LCI-0003859;4;150;4;200102
3860;5860;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -5.75;LCI-0003860;4;150;4;200102
3861;5861;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -6.00;LCI-0003861;4;150;4;200102
3862;5862;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -6.25;LCI-0003862;4;150;4;200102
3863;5863;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -6.50;LCI-0003863;4;150;4;200102
3864;5864;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -6.75;LCI-0003864;4;150;4;200102
3865;5865;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -7.00;LCI-0003865;4;150;4;200102
3866;5866;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -7.25;LCI-0003866;4;150;4;200102
3867;5867;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -7.50;LCI-0003867;4;150;4;200102
3868;5868;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -7.75;LCI-0003868;4;150;4;200102
3869;5869;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -8.00;LCI-0003869;4;150;4;200102
3870;5870;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -8.25;LCI-0003870;4;150;4;200102
3871;5871;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -8.50;LCI-0003871;4;150;4;200102
3872;5872;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -8.75;LCI-0003872;4;150;4;200102
3873;5873;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -9.00;LCI-0003873;4;150;4;200102
3874;5874;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -9.25;LCI-0003874;4;150;4;200102
3875;5875;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -9.50;LCI-0003875;4;150;4;200102
3876;5876;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -9.75;LCI-0003876;4;150;4;200102
3877;5877;LENTES DE CONTACTO PREMIO BY MENICON TORICO CAJA X 6 -10.00;LCI-0003877;4;150;4;200102
3878;5878;LENTES DE CONTACTO HYDROSOFT 55 % HD +10.00;LCI-0003878;4;150;4;200102
3879;5879;LENTES DE CONTACTO HYDROSOFT 55 % HD +9.75;LCI-0003879;4;150;4;200102
3880;5880;LENTES DE CONTACTO HYDROSOFT 55 % HD +9.50;LCI-0003880;4;150;4;200102
3881;5881;LENTES DE CONTACTO HYDROSOFT 55 % HD +9.25;LCI-0003881;4;150;4;200102
3882;5882;LENTES DE CONTACTO HYDROSOFT 55 % HD +9.00;LCI-0003882;4;150;4;200102
3883;5883;LENTES DE CONTACTO HYDROSOFT 55 % HD +8.75;LCI-0003883;4;150;4;200102
3884;5884;LENTES DE CONTACTO HYDROSOFT 55 % HD +8.50;LCI-0003884;4;150;4;200102
3885;5885;LENTES DE CONTACTO HYDROSOFT 55 % HD +8.25;LCI-0003885;4;150;4;200102
3886;5886;LENTES DE CONTACTO HYDROSOFT 55 % HD +8.00;LCI-0003886;4;150;4;200102
3887;5887;LENTES DE CONTACTO HYDROSOFT 55 % HD +7.75;LCI-0003887;4;150;4;200102
3888;5888;LENTES DE CONTACTO HYDROSOFT 55 % HD +7.50;LCI-0003888;4;150;4;200102
3889;5889;LENTES DE CONTACTO HYDROSOFT 55 % HD +7.25;LCI-0003889;4;150;4;200102
3890;5890;LENTES DE CONTACTO HYDROSOFT 55 % HD +7.00;LCI-0003890;4;150;4;200102
3891;5891;LENTES DE CONTACTO HYDROSOFT 55 % HD +6.75;LCI-0003891;4;150;4;200102
3892;5892;LENTES DE CONTACTO HYDROSOFT 55 % HD +6.50;LCI-0003892;4;150;4;200102
3893;5893;LENTES DE CONTACTO HYDROSOFT 55 % HD +6.25;LCI-0003893;4;150;4;200102
3894;5894;LENTES DE CONTACTO HYDROSOFT 55 % HD +6.00;LCI-0003894;4;150;4;200102
3895;5895;LENTES DE CONTACTO HYDROSOFT 55 % HD +5.75;LCI-0003895;4;150;4;200102
3896;5896;LENTES DE CONTACTO HYDROSOFT 55 % HD +5.50;LCI-0003896;4;150;4;200102
3897;5897;LENTES DE CONTACTO HYDROSOFT 55 % HD +5.25;LCI-0003897;4;150;4;200102
3898;5898;LENTES DE CONTACTO HYDROSOFT 55 % HD +5.00;LCI-0003898;4;150;4;200102
3899;5899;LENTES DE CONTACTO HYDROSOFT 55 % HD +4.75;LCI-0003899;4;150;4;200102
3900;5900;LENTES DE CONTACTO HYDROSOFT 55 % HD +4.50;LCI-0003900;4;150;4;200102
3901;5901;LENTES DE CONTACTO HYDROSOFT 55 % HD +4.25;LCI-0003901;4;150;4;200102
3902;5902;LENTES DE CONTACTO HYDROSOFT 55 % HD +4.00;LCI-0003902;4;150;4;200102
3903;5903;LENTES DE CONTACTO HYDROSOFT 55 % HD +3.75;LCI-0003903;4;150;4;200102
3904;5904;LENTES DE CONTACTO HYDROSOFT 55 % HD +3.50;LCI-0003904;4;150;4;200102
3905;5905;LENTES DE CONTACTO HYDROSOFT 55 % HD +3.25;LCI-0003905;4;150;4;200102
3906;5906;LENTES DE CONTACTO HYDROSOFT 55 % HD +3.00;LCI-0003906;4;150;4;200102
3907;5907;LENTES DE CONTACTO HYDROSOFT 55 % HD +2.75;LCI-0003907;4;150;4;200102
3908;5908;LENTES DE CONTACTO HYDROSOFT 55 % HD +2.50;LCI-0003908;4;150;4;200102
3909;5909;LENTES DE CONTACTO HYDROSOFT 55 % HD +2.25;LCI-0003909;4;150;4;200102
3910;5910;LENTES DE CONTACTO HYDROSOFT 55 % HD +2.00;LCI-0003910;4;150;4;200102
3911;5911;LENTES DE CONTACTO HYDROSOFT 55 % HD +1.75;LCI-0003911;4;150;4;200102
3912;5912;LENTES DE CONTACTO HYDROSOFT 55 % HD +1.50;LCI-0003912;4;150;4;200102
3913;5913;LENTES DE CONTACTO HYDROSOFT 55 % HD +1.25;LCI-0003913;4;150;4;200102
3914;5914;LENTES DE CONTACTO HYDROSOFT 55 % HD +1.00;LCI-0003914;4;150;4;200102
3915;5915;LENTES DE CONTACTO HYDROSOFT 55 % HD +0.75;LCI-0003915;4;150;4;200102
3916;5916;LENTES DE CONTACTO HYDROSOFT 55 % HD +0.50;LCI-0003916;4;150;4;200102
3917;5917;LENTES DE CONTACTO HYDROSOFT 55 % HD +0.25;LCI-0003917;4;150;4;200102
3918;5918;LENTES DE CONTACTO HYDROSOFT 55 % HD +0.00;LCI-0003918;4;150;4;200102
3919;5919;LENTES DE CONTACTO HYDROSOFT 55 % HD -0.25;LCI-0003919;4;150;4;200102
3920;5920;LENTES DE CONTACTO HYDROSOFT 55 % HD -0.50;LCI-0003920;4;150;4;200102
3921;5921;LENTES DE CONTACTO HYDROSOFT 55 % HD -0.75;LCI-0003921;4;150;4;200102
3922;5922;LENTES DE CONTACTO HYDROSOFT 55 % HD -1.00;LCI-0003922;4;150;4;200102
3923;5923;LENTES DE CONTACTO HYDROSOFT 55 % HD -1.25;LCI-0003923;4;150;4;200102
3924;5924;LENTES DE CONTACTO HYDROSOFT 55 % HD -1.50;LCI-0003924;4;150;4;200102
3925;5925;LENTES DE CONTACTO HYDROSOFT 55 % HD -1.75;LCI-0003925;4;150;4;200102
3926;5926;LENTES DE CONTACTO HYDROSOFT 55 % HD -2.00;LCI-0003926;4;150;4;200102
3927;5927;LENTES DE CONTACTO HYDROSOFT 55 % HD -2.25;LCI-0003927;4;150;4;200102
3928;5928;LENTES DE CONTACTO HYDROSOFT 55 % HD -2.50;LCI-0003928;4;150;4;200102
3929;5929;LENTES DE CONTACTO HYDROSOFT 55 % HD -2.75;LCI-0003929;4;150;4;200102
3930;5930;LENTES DE CONTACTO HYDROSOFT 55 % HD -3.00;LCI-0003930;4;150;4;200102
3931;5931;LENTES DE CONTACTO HYDROSOFT 55 % HD -3.25;LCI-0003931;4;150;4;200102
3932;5932;LENTES DE CONTACTO HYDROSOFT 55 % HD -3.50;LCI-0003932;4;150;4;200102
3933;5933;LENTES DE CONTACTO HYDROSOFT 55 % HD -3.75;LCI-0003933;4;150;4;200102
3934;5934;LENTES DE CONTACTO HYDROSOFT 55 % HD -4.00;LCI-0003934;4;150;4;200102
3935;5935;LENTES DE CONTACTO HYDROSOFT 55 % HD -4.50;LCI-0003935;4;150;4;200102
3936;5936;LENTES DE CONTACTO HYDROSOFT 55 % HD -5.00;LCI-0003936;4;150;4;200102
3937;5937;LENTES DE CONTACTO HYDROSOFT 55 % HD -5.50;LCI-0003937;4;150;4;200102
3938;5938;LENTES DE CONTACTO HYDROSOFT 55 % HD -6.00;LCI-0003938;4;150;4;200102
3939;5939;LENTES DE CONTACTO HYDROSOFT 55 % HD -6.50;LCI-0003939;4;150;4;200102
3940;5940;LENTES DE CONTACTO HYDROSOFT 55 % HD -7.00;LCI-0003940;4;150;4;200102
3941;5941;LENTES DE CONTACTO HYDROSOFT 55 % HD -7.50;LCI-0003941;4;150;4;200102
3942;5942;LENTES DE CONTACTO HYDROSOFT 55 % HD -8.00;LCI-0003942;4;150;4;200102
3943;5943;LENTES DE CONTACTO HYDROSOFT 55 % HD -8.50;LCI-0003943;4;150;4;200102
3944;5944;LENTES DE CONTACTO HYDROSOFT 55 % HD -9.00;LCI-0003944;4;150;4;200102
3945;5945;LENTES DE CONTACTO HYDROSOFT 55 % HD -9.50;LCI-0003945;4;150;4;200102
3946;5946;LENTES DE CONTACTO HYDROSOFT 55 % HD -10.00;LCI-0003946;4;150;4;200102
3947;5947;LENTES DE CONTACTO HYDROSOFT 55 % -0.25;LCI-0003947;4;150;4;200102
3948;5948;LENTES DE CONTACTO HYDROSOFT 55 % -0.50;LCI-0003948;4;150;4;200102
3949;5949;LENTES DE CONTACTO HYDROSOFT 55 % -0.75;LCI-0003949;4;150;4;200102
3950;5950;LENTES DE CONTACTO HYDROSOFT 55 % -1.00;LCI-0003950;4;150;4;200102
3951;5951;LENTES DE CONTACTO HYDROSOFT 55 % -1.25;LCI-0003951;4;150;4;200102
3952;5952;LENTES DE CONTACTO HYDROSOFT 55 % -1.50;LCI-0003952;4;150;4;200102
3953;5953;LENTES DE CONTACTO HYDROSOFT 55 % -1.75;LCI-0003953;4;150;4;200102
3954;5954;LENTES DE CONTACTO HYDROSOFT 55 % -2.00;LCI-0003954;4;150;4;200102
3955;5955;LENTES DE CONTACTO HYDROSOFT 55 % -2.25;LCI-0003955;4;150;4;200102
3956;5956;LENTES DE CONTACTO HYDROSOFT 55 % -2.50;LCI-0003956;4;150;4;200102
3957;5957;LENTES DE CONTACTO HYDROSOFT 55 % -2.75;LCI-0003957;4;150;4;200102
3958;5958;LENTES DE CONTACTO HYDROSOFT 55 % -3.00;LCI-0003958;4;150;4;200102
3959;5959;LENTES DE CONTACTO HYDROSOFT 55 % -3.25;LCI-0003959;4;150;4;200102
3960;5960;LENTES DE CONTACTO HYDROSOFT 55 % -3.50;LCI-0003960;4;150;4;200102
3961;5961;LENTES DE CONTACTO HYDROSOFT 55 % -3.75;LCI-0003961;4;150;4;200102
3962;5962;LENTES DE CONTACTO HYDROSOFT 55 % -4.00;LCI-0003962;4;150;4;200102
3963;5963;LENTES DE CONTACTO HYDROSOFT 55 % -4.25;LCI-0003963;4;150;4;200102
3964;5964;LENTES DE CONTACTO HYDROSOFT 55 % -4.50;LCI-0003964;4;150;4;200102
3965;5965;LENTES DE CONTACTO HYDROSOFT 55 % -4.75;LCI-0003965;4;150;4;200102
3966;5966;LENTES DE CONTACTO HYDROSOFT 55 % -5.00;LCI-0003966;4;150;4;200102
3967;5967;LENTES DE CONTACTO HYDROSOFT 55 % -5.25;LCI-0003967;4;150;4;200102
3968;5968;LENTES DE CONTACTO HYDROSOFT 55 % -5.50;LCI-0003968;4;150;4;200102
3969;5969;LENTES DE CONTACTO HYDROSOFT 55 % -5.75;LCI-0003969;4;150;4;200102
3970;5970;LENTES DE CONTACTO HYDROSOFT 55 % -6.00;LCI-0003970;4;150;4;200102
3971;5971;LENTES DE CONTACTO HYDROSOFT 55 % -6.25;LCI-0003971;4;150;4;200102
3972;5972;LENTES DE CONTACTO HYDROSOFT 55 % -6.50;LCI-0003972;4;150;4;200102
3973;5973;LENTES DE CONTACTO HYDROSOFT 55 % -6.75;LCI-0003973;4;150;4;200102
3974;5974;LENTES DE CONTACTO HYDROSOFT 55 % -7.00;LCI-0003974;4;150;4;200102
3975;5975;LENTES DE CONTACTO HYDROSOFT 55 % -7.25;LCI-0003975;4;150;4;200102
3976;5976;LENTES DE CONTACTO HYDROSOFT 55 % -7.50;LCI-0003976;4;150;4;200102
3977;5977;LENTES DE CONTACTO HYDROSOFT 55 % -7.75;LCI-0003977;4;150;4;200102
3978;5978;LENTES DE CONTACTO HYDROSOFT 55 % -8.00;LCI-0003978;4;150;4;200102
3979;5979;LENTES DE CONTACTO HYDROSOFT 55 % -8.25;LCI-0003979;4;150;4;200102
3980;5980;LENTES DE CONTACTO HYDROSOFT 55 % -8.50;LCI-0003980;4;150;4;200102
3981;5981;LENTES DE CONTACTO HYDROSOFT 55 % -8.75;LCI-0003981;4;150;4;200102
3982;5982;LENTES DE CONTACTO HYDROSOFT 55 % -9.00;LCI-0003982;4;150;4;200102
3983;5983;LENTES DE CONTACTO HYDROSOFT 55 % -9.25;LCI-0003983;4;150;4;200102
3984;5984;LENTES DE CONTACTO HYDROSOFT 55 % -9.50;LCI-0003984;4;150;4;200102
3985;5985;LENTES DE CONTACTO HYDROSOFT 55 % -9.75;LCI-0003985;4;150;4;200102
3986;5986;LENTES DE CONTACTO HYDROSOFT 55 % -10.00;LCI-0003986;4;150;4;200102
3987;5987;LENTES DE CONTACTO HYDROSOFT 55 % -10.25;LCI-0003987;4;150;4;200102
3988;5988;LENTES DE CONTACTO HYDROSOFT 55 % -10.50;LCI-0003988;4;150;4;200102
3989;5989;LENTES DE CONTACTO HYDROSOFT 55 % -10.75;LCI-0003989;4;150;4;200102
3990;5990;LENTES DE CONTACTO HYDROSOFT 55 % -11.00;LCI-0003990;4;150;4;200102
3991;5991;LENTES DE CONTACTO HYDROSOFT 55 % -11.25;LCI-0003991;4;150;4;200102
3992;5992;LENTES DE CONTACTO HYDROSOFT 55 % -11.50;LCI-0003992;4;150;4;200102
3993;5993;LENTES DE CONTACTO HYDROSOFT 55 % -11.75;LCI-0003993;4;150;4;200102
3994;5994;LENTES DE CONTACTO HYDROSOFT 55 % -12.00;LCI-0003994;4;150;4;200102
3995;5995;LENTES DE CONTACTO HYDROSOFT 55 % -12.25;LCI-0003995;4;150;4;200102
3996;5996;LENTES DE CONTACTO HYDROSOFT 55 % -12.50;LCI-0003996;4;150;4;200102
3997;5997;LENTES DE CONTACTO HYDROSOFT 55 % -12.75;LCI-0003997;4;150;4;200102
3998;5998;LENTES DE CONTACTO HYDROSOFT 55 % -13.00;LCI-0003998;4;150;4;200102
3999;5999;LENTES DE CONTACTO HYDROSOFT 55 % -13.25;LCI-0003999;4;150;4;200102
4000;6000;LENTES DE CONTACTO HYDROSOFT 55 % -13.50;LCI-0004000;4;150;4;200102
4001;6001;LENTES DE CONTACTO HYDROSOFT 55 % -13.75;LCI-0004001;4;150;4;200102
4002;6002;LENTES DE CONTACTO HYDROSOFT 55 % -14.00;LCI-0004002;4;150;4;200102
4003;6003;LENTES DE CONTACTO HYDROSOFT 55 % -14.25;LCI-0004003;4;150;4;200102
4004;6004;LENTES DE CONTACTO HYDROSOFT 55 % -14.50;LCI-0004004;4;150;4;200102
4005;6005;LENTES DE CONTACTO HYDROSOFT 55 % -14.75;LCI-0004005;4;150;4;200102
4006;6006;LENTES DE CONTACTO HYDROSOFT 55 % -15.00;LCI-0004006;4;150;4;200102
4007;6007;LENTES DE CONTACTO HYDROSOFT 55 % -15.25;LCI-0004007;4;150;4;200102
4008;6008;LENTES DE CONTACTO HYDROSOFT 55 % -15.50;LCI-0004008;4;150;4;200102
4009;6009;LENTES DE CONTACTO HYDROSOFT 55 % -15.75;LCI-0004009;4;150;4;200102
4010;6010;LENTES DE CONTACTO HYDROSOFT 55 % -16.00;LCI-0004010;4;150;4;200102
4011;6011;LENTES DE CONTACTO HYDROSOFT 55 % -16.25;LCI-0004011;4;150;4;200102
4012;6012;LENTES DE CONTACTO HYDROSOFT 55 % -16.50;LCI-0004012;4;150;4;200102
4013;6013;LENTES DE CONTACTO HYDROSOFT 55 % -16.75;LCI-0004013;4;150;4;200102
4014;6014;LENTES DE CONTACTO HYDROSOFT 55 % -17.00;LCI-0004014;4;150;4;200102
4015;6015;LENTES DE CONTACTO HYDROSOFT 55 % -17.25;LCI-0004015;4;150;4;200102
4016;6016;LENTES DE CONTACTO HYDROSOFT 55 % -17.50;LCI-0004016;4;150;4;200102
4017;6017;LENTES DE CONTACTO HYDROSOFT 55 % -17.75;LCI-0004017;4;150;4;200102
4018;6018;LENTES DE CONTACTO HYDROSOFT 55 % -18.00;LCI-0004018;4;150;4;200102
4019;6019;LENTES DE CONTACTO HYDROSOFT 55 % -18.25;LCI-0004019;4;150;4;200102
4020;6020;LENTES DE CONTACTO HYDROSOFT 55 % -18.50;LCI-0004020;4;150;4;200102
4021;6021;LENTES DE CONTACTO HYDROSOFT 55 % -18.75;LCI-0004021;4;150;4;200102
4022;6022;LENTES DE CONTACTO HYDROSOFT 55 % -19.00;LCI-0004022;4;150;4;200102
4023;6023;LENTES DE CONTACTO HYDROSOFT 55 % -19.25;LCI-0004023;4;150;4;200102
4024;6024;LENTES DE CONTACTO HYDROSOFT 55 % -19.50;LCI-0004024;4;150;4;200102
4025;6025;LENTES DE CONTACTO HYDROSOFT 55 % -19.75;LCI-0004025;4;150;4;200102
4026;6026;LENTES DE CONTACTO HYDROSOFT 55 % -20.00;LCI-0004026;4;150;4;200102
4027;6027;LENTES DE CONTACTO HYDROSOFT 55 % -20.25;LCI-0004027;4;150;4;200102
4028;6028;LENTES DE CONTACTO HYDROSOFT 55 % -20.50;LCI-0004028;4;150;4;200102
4029;6029;LENTES DE CONTACTO HYDROSOFT 55 % -20.75;LCI-0004029;4;150;4;200102
4030;6030;LENTES DE CONTACTO HYDROSOFT 55 % -21.00;LCI-0004030;4;150;4;200102
4031;6031;LENTES DE CONTACTO HYDROSOFT 55 % -21.25;LCI-0004031;4;150;4;200102
4032;6032;LENTES DE CONTACTO HYDROSOFT 55 % -21.50;LCI-0004032;4;150;4;200102
4033;6033;LENTES DE CONTACTO HYDROSOFT 55 % -21.75;LCI-0004033;4;150;4;200102
4034;6034;LENTES DE CONTACTO HYDROSOFT 55 % -22.00;LCI-0004034;4;150;4;200102
4035;6035;LENTES DE CONTACTO HYDROSOFT 55 % -22.25;LCI-0004035;4;150;4;200102
4036;6036;LENTES DE CONTACTO HYDROSOFT 55 % -22.50;LCI-0004036;4;150;4;200102
4037;6037;LENTES DE CONTACTO HYDROSOFT 55 % -22.75;LCI-0004037;4;150;4;200102
4038;6038;LENTES DE CONTACTO HYDROSOFT 55 % -23.00;LCI-0004038;4;150;4;200102
4039;6039;LENTES DE CONTACTO HYDROSOFT 55 % -23.25;LCI-0004039;4;150;4;200102
4040;6040;LENTES DE CONTACTO HYDROSOFT 55 % -23.50;LCI-0004040;4;150;4;200102
4041;6041;LENTES DE CONTACTO HYDROSOFT 55 % -23.75;LCI-0004041;4;150;4;200102
4042;6042;LENTES DE CONTACTO HYDROSOFT 55 % -24.00;LCI-0004042;4;150;4;200102
4043;6043;LENTES DE CONTACTO HYDROSOFT 55 % -24.25;LCI-0004043;4;150;4;200102
