CODIGO_AUTO;CODIGO;DESCRIPCION;REFERENCIA;TIPO INSUMO DET;TIPO INSUMO;UND NEGOCIOS;CENTRO_COSTOS
5652;7652;LENTES DE CONTACTO IQ SOFT ESFERICO +15.50;LCI-0005652;150;4;U04;200101
5653;7653;LENTES DE CONTACTO IQ SOFT ESFERICO +15.25;LCI-0005653;150;4;U04;200101
5654;7654;LENTES DE CONTACTO IQ SOFT ESFERICO +15.00;LCI-0005654;150;4;U04;200101
5655;7655;LENTES DE CONTACTO IQ SOFT ESFERICO +14.75;LCI-0005655;150;4;U04;200101
5656;7656;LENTES DE CONTACTO IQ SOFT ESFERICO +14.50;LCI-0005656;150;4;U04;200101
5657;7657;LENTES DE CONTACTO IQ SOFT ESFERICO +14.25;LCI-0005657;150;4;U04;200101
5658;7658;LENTES DE CONTACTO IQ SOFT ESFERICO +14.00;LCI-0005658;150;4;U04;200101
5659;7659;LENTES DE CONTACTO IQ SOFT ESFERICO +13.75;LCI-0005659;150;4;U04;200101
5660;7660;LENTES DE CONTACTO IQ SOFT ESFERICO +13.50;LCI-0005660;150;4;U04;200101
5661;7661;LENTES DE CONTACTO IQ SOFT ESFERICO +13.25;LCI-0005661;150;4;U04;200101
5662;7662;LENTES DE CONTACTO IQ SOFT ESFERICO +13.00;LCI-0005662;150;4;U04;200101
5663;7663;LENTES DE CONTACTO IQ SOFT ESFERICO +12.75;LCI-0005663;150;4;U04;200101
5664;7664;LENTES DE CONTACTO IQ SOFT ESFERICO +12.50;LCI-0005664;150;4;U04;200101
5665;7665;LENTES DE CONTACTO IQ SOFT ESFERICO +12.25;LCI-0005665;150;4;U04;200101
5666;7666;LENTES DE CONTACTO IQ SOFT ESFERICO +12.00;LCI-0005666;150;4;U04;200101
5667;7667;LENTES DE CONTACTO IQ SOFT ESFERICO +11.75;LCI-0005667;150;4;U04;200101
5668;7668;LENTES DE CONTACTO IQ SOFT ESFERICO +11.50;LCI-0005668;150;4;U04;200101
5669;7669;LENTES DE CONTACTO IQ SOFT ESFERICO +11.25;LCI-0005669;150;4;U04;200101
5670;7670;LENTES DE CONTACTO IQ SOFT ESFERICO +11.00;LCI-0005670;150;4;U04;200101
5671;7671;LENTES DE CONTACTO IQ SOFT ESFERICO +10.75;LCI-0005671;150;4;U04;200101
5672;7672;LENTES DE CONTACTO IQ SOFT ESFERICO +10.50;LCI-0005672;150;4;U04;200101
5673;7673;LENTES DE CONTACTO IQ SOFT ESFERICO +10.25;LCI-0005673;150;4;U04;200101
5674;7674;LENTES DE CONTACTO IQ SOFT ESFERICO +10.00;LCI-0005674;150;4;U04;200101
5675;7675;LENTES DE CONTACTO IQ SOFT ESFERICO +9.75;LCI-0005675;150;4;U04;200101
5676;7676;LENTES DE CONTACTO IQ SOFT ESFERICO +9.50;LCI-0005676;150;4;U04;200101
5677;7677;LENTES DE CONTACTO IQ SOFT ESFERICO +9.25;LCI-0005677;150;4;U04;200101
5678;7678;LENTES DE CONTACTO IQ SOFT ESFERICO +9.00;LCI-0005678;150;4;U04;200101
5679;7679;LENTES DE CONTACTO IQ SOFT ESFERICO +8.75;LCI-0005679;150;4;U04;200101
5680;7680;LENTES DE CONTACTO IQ SOFT ESFERICO +8.50;LCI-0005680;150;4;U04;200101
5681;7681;LENTES DE CONTACTO IQ SOFT ESFERICO +8.25;LCI-0005681;150;4;U04;200101
5682;7682;LENTES DE CONTACTO IQ SOFT ESFERICO +8.00;LCI-0005682;150;4;U04;200101
5683;7683;LENTES DE CONTACTO IQ SOFT ESFERICO +7.75;LCI-0005683;150;4;U04;200101
5684;7684;LENTES DE CONTACTO IQ SOFT ESFERICO +7.50;LCI-0005684;150;4;U04;200101
5685;7685;LENTES DE CONTACTO IQ SOFT ESFERICO +7.25;LCI-0005685;150;4;U04;200101
5686;7686;LENTES DE CONTACTO IQ SOFT ESFERICO +7.00;LCI-0005686;150;4;U04;200101
5687;7687;LENTES DE CONTACTO IQ SOFT ESFERICO +6.75;LCI-0005687;150;4;U04;200101
5688;7688;LENTES DE CONTACTO IQ SOFT ESFERICO +6.50;LCI-0005688;150;4;U04;200101
5689;7689;LENTES DE CONTACTO IQ SOFT ESFERICO +6.25;LCI-0005689;150;4;U04;200101
5690;7690;LENTES DE CONTACTO IQ SOFT ESFERICO +6.00;LCI-0005690;150;4;U04;200101
5691;7691;LENTES DE CONTACTO IQ SOFT ESFERICO +5.75;LCI-0005691;150;4;U04;200101
5692;7692;LENTES DE CONTACTO IQ SOFT ESFERICO +5.50;LCI-0005692;150;4;U04;200101
5693;7693;LENTES DE CONTACTO IQ SOFT ESFERICO +5.25;LCI-0005693;150;4;U04;200101
5694;7694;LENTES DE CONTACTO IQ SOFT ESFERICO +5.00;LCI-0005694;150;4;U04;200101
5695;7695;LENTES DE CONTACTO IQ SOFT ESFERICO +4.75;LCI-0005695;150;4;U04;200101
5696;7696;LENTES DE CONTACTO IQ SOFT ESFERICO +4.50;LCI-0005696;150;4;U04;200101
5697;7697;LENTES DE CONTACTO IQ SOFT ESFERICO +4.25;LCI-0005697;150;4;U04;200101
5698;7698;LENTES DE CONTACTO IQ SOFT ESFERICO +4.00;LCI-0005698;150;4;U04;200101
5699;7699;LENTES DE CONTACTO IQ SOFT ESFERICO +3.75;LCI-0005699;150;4;U04;200101
5700;7700;LENTES DE CONTACTO IQ SOFT ESFERICO +3.50;LCI-0005700;150;4;U04;200101
5701;7701;LENTES DE CONTACTO IQ SOFT ESFERICO +3.25;LCI-0005701;150;4;U04;200101
5702;7702;LENTES DE CONTACTO IQ SOFT ESFERICO +3.00;LCI-0005702;150;4;U04;200101
5703;7703;LENTES DE CONTACTO IQ SOFT ESFERICO +2.75;LCI-0005703;150;4;U04;200101
5704;7704;LENTES DE CONTACTO IQ SOFT ESFERICO +2.50;LCI-0005704;150;4;U04;200101
5705;7705;LENTES DE CONTACTO IQ SOFT ESFERICO +2.25;LCI-0005705;150;4;U04;200101
5706;7706;LENTES DE CONTACTO IQ SOFT ESFERICO +2.00;LCI-0005706;150;4;U04;200101
5707;7707;LENTES DE CONTACTO IQ SOFT ESFERICO +1.75;LCI-0005707;150;4;U04;200101
5708;7708;LENTES DE CONTACTO IQ SOFT ESFERICO +1.50;LCI-0005708;150;4;U04;200101
5709;7709;LENTES DE CONTACTO IQ SOFT ESFERICO +1.25;LCI-0005709;150;4;U04;200101
5710;7710;LENTES DE CONTACTO IQ SOFT ESFERICO +1.00;LCI-0005710;150;4;U04;200101
5711;7711;LENTES DE CONTACTO IQ SOFT ESFERICO +0.75;LCI-0005711;150;4;U04;200101
5712;7712;LENTES DE CONTACTO IQ SOFT ESFERICO +0.50;LCI-0005712;150;4;U04;200101
5713;7713;LENTES DE CONTACTO IQ SOFT ESFERICO +0.25;LCI-0005713;150;4;U04;200101
5714;7714;LENTES DE CONTACTO IQ SOFT ESFERICO +0.00;LCI-0005714;150;4;U04;200101
5715;7715;LENTES DE CONTACTO IQ SOFT ESFERICO -0.25;LCI-0005715;150;4;U04;200101
5716;7716;LENTES DE CONTACTO IQ SOFT ESFERICO -0.50;LCI-0005716;150;4;U04;200101
5717;7717;LENTES DE CONTACTO IQ SOFT ESFERICO -0.75;LCI-0005717;150;4;U04;200101
5718;7718;LENTES DE CONTACTO IQ SOFT ESFERICO -1.00;LCI-0005718;150;4;U04;200101
5719;7719;LENTES DE CONTACTO IQ SOFT ESFERICO -1.25;LCI-0005719;150;4;U04;200101
5720;7720;LENTES DE CONTACTO IQ SOFT ESFERICO -1.50;LCI-0005720;150;4;U04;200101
5721;7721;LENTES DE CONTACTO IQ SOFT ESFERICO -1.75;LCI-0005721;150;4;U04;200101
5722;7722;LENTES DE CONTACTO IQ SOFT ESFERICO -2.00;LCI-0005722;150;4;U04;200101
5723;7723;LENTES DE CONTACTO IQ SOFT ESFERICO -2.25;LCI-0005723;150;4;U04;200101
5724;7724;LENTES DE CONTACTO IQ SOFT ESFERICO -2.50;LCI-0005724;150;4;U04;200101
5725;7725;LENTES DE CONTACTO IQ SOFT ESFERICO -2.75;LCI-0005725;150;4;U04;200101
5726;7726;LENTES DE CONTACTO IQ SOFT ESFERICO -3.00;LCI-0005726;150;4;U04;200101
5727;7727;LENTES DE CONTACTO IQ SOFT ESFERICO -3.25;LCI-0005727;150;4;U04;200101
5728;7728;LENTES DE CONTACTO IQ SOFT ESFERICO -3.50;LCI-0005728;150;4;U04;200101
5729;7729;LENTES DE CONTACTO IQ SOFT ESFERICO -3.75;LCI-0005729;150;4;U04;200101
5730;7730;LENTES DE CONTACTO IQ SOFT ESFERICO -4.00;LCI-0005730;150;4;U04;200101
5731;7731;LENTES DE CONTACTO IQ SOFT ESFERICO -4.25;LCI-0005731;150;4;U04;200101
5732;7732;LENTES DE CONTACTO IQ SOFT ESFERICO -4.50;LCI-0005732;150;4;U04;200101
5733;7733;LENTES DE CONTACTO IQ SOFT ESFERICO -4.75;LCI-0005733;150;4;U04;200101
5734;7734;LENTES DE CONTACTO IQ SOFT ESFERICO -5.00;LCI-0005734;150;4;U04;200101
5735;7735;LENTES DE CONTACTO IQ SOFT ESFERICO -5.25;LCI-0005735;150;4;U04;200101
5736;7736;LENTES DE CONTACTO IQ SOFT ESFERICO -5.50;LCI-0005736;150;4;U04;200101
5737;7737;LENTES DE CONTACTO IQ SOFT ESFERICO -5.75;LCI-0005737;150;4;U04;200101
5738;7738;LENTES DE CONTACTO IQ SOFT ESFERICO -6.00;LCI-0005738;150;4;U04;200101
5739;7739;LENTES DE CONTACTO IQ SOFT ESFERICO -6.25;LCI-0005739;150;4;U04;200101
5740;7740;LENTES DE CONTACTO IQ SOFT ESFERICO -6.50;LCI-0005740;150;4;U04;200101
5741;7741;LENTES DE CONTACTO IQ SOFT ESFERICO -6.75;LCI-0005741;150;4;U04;200101
5742;7742;LENTES DE CONTACTO IQ SOFT ESFERICO -7.00;LCI-0005742;150;4;U04;200101
5743;7743;LENTES DE CONTACTO IQ SOFT ESFERICO -7.25;LCI-0005743;150;4;U04;200101
5744;7744;LENTES DE CONTACTO IQ SOFT ESFERICO -7.50;LCI-0005744;150;4;U04;200101
5745;7745;LENTES DE CONTACTO IQ SOFT ESFERICO -7.75;LCI-0005745;150;4;U04;200101
5746;7746;LENTES DE CONTACTO IQ SOFT ESFERICO -8.00;LCI-0005746;150;4;U04;200101
5747;7747;LENTES DE CONTACTO IQ SOFT ESFERICO -8.25;LCI-0005747;150;4;U04;200101
5748;7748;LENTES DE CONTACTO IQ SOFT ESFERICO -8.50;LCI-0005748;150;4;U04;200101
5749;7749;LENTES DE CONTACTO IQ SOFT ESFERICO -8.75;LCI-0005749;150;4;U04;200101
5750;7750;LENTES DE CONTACTO IQ SOFT ESFERICO -9.00;LCI-0005750;150;4;U04;200101
5751;7751;LENTES DE CONTACTO IQ SOFT ESFERICO -9.25;LCI-0005751;150;4;U04;200101
5752;7752;LENTES DE CONTACTO IQ SOFT ESFERICO -9.50;LCI-0005752;150;4;U04;200101
5753;7753;LENTES DE CONTACTO IQ SOFT ESFERICO -9.75;LCI-0005753;150;4;U04;200101
5754;7754;LENTES DE CONTACTO IQ SOFT ESFERICO -10.00;LCI-0005754;150;4;U04;200101
5755;7755;LENTES DE CONTACTO IQ SOFT ESFERICO -10.25;LCI-0005755;150;4;U04;200101
5756;7756;LENTES DE CONTACTO IQ SOFT ESFERICO -10.50;LCI-0005756;150;4;U04;200101
5757;7757;LENTES DE CONTACTO IQ SOFT ESFERICO -10.75;LCI-0005757;150;4;U04;200101
5758;7758;LENTES DE CONTACTO IQ SOFT ESFERICO -11.00;LCI-0005758;150;4;U04;200101
5759;7759;LENTES DE CONTACTO IQ SOFT ESFERICO -11.25;LCI-0005759;150;4;U04;200101
5760;7760;LENTES DE CONTACTO IQ SOFT ESFERICO -11.50;LCI-0005760;150;4;U04;200101
5761;7761;LENTES DE CONTACTO IQ SOFT ESFERICO -11.75;LCI-0005761;150;4;U04;200101
5762;7762;LENTES DE CONTACTO IQ SOFT ESFERICO -12.00;LCI-0005762;150;4;U04;200101
5763;7763;LENTES DE CONTACTO IQ SOFT ESFERICO -12.25;LCI-0005763;150;4;U04;200101
5764;7764;LENTES DE CONTACTO IQ SOFT ESFERICO -12.50;LCI-0005764;150;4;U04;200101
5765;7765;LENTES DE CONTACTO IQ SOFT ESFERICO -12.75;LCI-0005765;150;4;U04;200101
5766;7766;LENTES DE CONTACTO IQ SOFT ESFERICO -13.00;LCI-0005766;150;4;U04;200101
5767;7767;LENTES DE CONTACTO IQ SOFT ESFERICO -13.25;LCI-0005767;150;4;U04;200101
5768;7768;LENTES DE CONTACTO IQ SOFT ESFERICO -13.50;LCI-0005768;150;4;U04;200101
5769;7769;LENTES DE CONTACTO IQ SOFT ESFERICO -13.75;LCI-0005769;150;4;U04;200101
5770;7770;LENTES DE CONTACTO IQ SOFT ESFERICO -14.00;LCI-0005770;150;4;U04;200101
5771;7771;LENTES DE CONTACTO IQ SOFT ESFERICO -14.25;LCI-0005771;150;4;U04;200101
5772;7772;LENTES DE CONTACTO IQ SOFT ESFERICO -14.50;LCI-0005772;150;4;U04;200101
5773;7773;LENTES DE CONTACTO IQ SOFT ESFERICO -14.75;LCI-0005773;150;4;U04;200101
5774;7774;LENTES DE CONTACTO IQ SOFT ESFERICO -15.00;LCI-0005774;150;4;U04;200101
5775;7775;LENTES DE CONTACTO IQ SOFT ESFERICO -15.25;LCI-0005775;150;4;U04;200101
5776;7776;LENTES DE CONTACTO IQ SOFT ESFERICO -15.50;LCI-0005776;150;4;U04;200101
5777;7777;LENTES DE CONTACTO IQ SOFT ESFERICO -15.75;LCI-0005777;150;4;U04;200101
5778;7778;LENTES DE CONTACTO IQ SOFT ESFERICO -16.00;LCI-0005778;150;4;U04;200101
5779;7779;LENTES DE CONTACTO IQ SOFT ESFERICO -16.25;LCI-0005779;150;4;U04;200101
5780;7780;LENTES DE CONTACTO IQ SOFT ESFERICO -16.50;LCI-0005780;150;4;U04;200101
5781;7781;LENTES DE CONTACTO IQ SOFT ESFERICO -16.75;LCI-0005781;150;4;U04;200101
5782;7782;LENTES DE CONTACTO IQ SOFT ESFERICO -17.00;LCI-0005782;150;4;U04;200101
5783;7783;LENTES DE CONTACTO IQ SOFT ESFERICO -17.25;LCI-0005783;150;4;U04;200101
5784;7784;LENTES DE CONTACTO IQ SOFT ESFERICO -17.50;LCI-0005784;150;4;U04;200101
5785;7785;LENTES DE CONTACTO IQ SOFT ESFERICO -17.75;LCI-0005785;150;4;U04;200101
5786;7786;LENTES DE CONTACTO IQ SOFT ESFERICO -18.00;LCI-0005786;150;4;U04;200101
5787;7787;LENTES DE CONTACTO IQ SOFT ESFERICO -18.25;LCI-0005787;150;4;U04;200101
5788;7788;LENTES DE CONTACTO IQ SOFT ESFERICO -18.50;LCI-0005788;150;4;U04;200101
5789;7789;LENTES DE CONTACTO IQ SOFT ESFERICO -18.75;LCI-0005789;150;4;U04;200101
5790;7790;LENTES DE CONTACTO IQ SOFT ESFERICO -19.00;LCI-0005790;150;4;U04;200101
5791;7791;LENTES DE CONTACTO IQ SOFT ESFERICO -19.25;LCI-0005791;150;4;U04;200101
5792;7792;LENTES DE CONTACTO IQ SOFT ESFERICO -19.50;LCI-0005792;150;4;U04;200101
5793;7793;LENTES DE CONTACTO IQ SOFT ESFERICO -19.75;LCI-0005793;150;4;U04;200101
5794;7794;LENTES DE CONTACTO IQ SOFT ESFERICO -20.00;LCI-0005794;150;4;U04;200101
5795;7795;LENTES DE CONTACTO IQ SOFT ESFERICO -20.25;LCI-0005795;150;4;U04;200101
5796;7796;LENTES DE CONTACTO IQ SOFT ESFERICO -20.50;LCI-0005796;150;4;U04;200101
5797;7797;LENTES DE CONTACTO IQ SOFT ESFERICO -20.75;LCI-0005797;150;4;U04;200101
5798;7798;LENTES DE CONTACTO IQ SOFT ESFERICO -21.00;LCI-0005798;150;4;U04;200101
5799;7799;LENTES DE CONTACTO IQ SOFT ESFERICO -21.25;LCI-0005799;150;4;U04;200101
5800;7800;LENTES DE CONTACTO IQ SOFT ESFERICO -21.50;LCI-0005800;150;4;U04;200101
5801;7801;LENTES DE CONTACTO IQ SOFT ESFERICO -21.75;LCI-0005801;150;4;U04;200101
5802;7802;LENTES DE CONTACTO IQ SOFT ESFERICO -22.00;LCI-0005802;150;4;U04;200101
5803;7803;LENTES DE CONTACTO IQ SOFT ESFERICO -22.25;LCI-0005803;150;4;U04;200101
5804;7804;LENTES DE CONTACTO IQ SOFT ESFERICO -22.50;LCI-0005804;150;4;U04;200101
5805;7805;LENTES DE CONTACTO IQ SOFT ESFERICO -22.75;LCI-0005805;150;4;U04;200101
5806;7806;LENTES DE CONTACTO IQ SOFT ESFERICO -23.00;LCI-0005806;150;4;U04;200101
5807;7807;LENTES DE CONTACTO IQ SOFT ESFERICO -23.25;LCI-0005807;150;4;U04;200101
5808;7808;LENTES DE CONTACTO IQ SOFT ESFERICO -23.50;LCI-0005808;150;4;U04;200101
5809;7809;LENTES DE CONTACTO IQ SOFT ESFERICO -23.75;LCI-0005809;150;4;U04;200101
5810;7810;LENTES DE CONTACTO IQ SOFT ESFERICO -24.00;LCI-0005810;150;4;U04;200101
5811;7811;LENTES DE CONTACTO IQ SOFT ESFERICO -24.25;LCI-0005811;150;4;U04;200101
5812;7812;LENTES DE CONTACTO IQ SOFT ESFERICO -24.50;LCI-0005812;150;4;U04;200101
5813;7813;LENTES DE CONTACTO IQ SOFT ESFERICO -24.75;LCI-0005813;150;4;U04;200101
5814;7814;LENTES DE CONTACTO IQ SOFT ESFERICO -25.00;LCI-0005814;150;4;U04;200101
5815;7815;LENTES DE CONTACTO IQ SOFT ESFERICO -25.25;LCI-0005815;150;4;U04;200101
5816;7816;LENTES DE CONTACTO IQ SOFT ESFERICO -25.50;LCI-0005816;150;4;U04;200101
5817;7817;LENTES DE CONTACTO IQ SOFT ESFERICO -25.75;LCI-0005817;150;4;U04;200101
5818;7818;LENTES DE CONTACTO IQ SOFT ESFERICO -26.00;LCI-0005818;150;4;U04;200101
5819;7819;LENTES DE CONTACTO IQ SOFT ESFERICO -26.25;LCI-0005819;150;4;U04;200101
5820;7820;LENTES DE CONTACTO IQ SOFT ESFERICO -26.50;LCI-0005820;150;4;U04;200101
5821;7821;LENTES DE CONTACTO IQ SOFT ESFERICO -26.75;LCI-0005821;150;4;U04;200101
5822;7822;LENTES DE CONTACTO IQ SOFT ESFERICO -27.00;LCI-0005822;150;4;U04;200101
5823;7823;LENTES DE CONTACTO IQ SOFT ESFERICO -27.25;LCI-0005823;150;4;U04;200101
5824;7824;LENTES DE CONTACTO IQ SOFT ESFERICO -27.50;LCI-0005824;150;4;U04;200101
5825;7825;LENTES DE CONTACTO IQ SOFT ESFERICO -27.75;LCI-0005825;150;4;U04;200101
5826;7826;LENTES DE CONTACTO IQ SOFT ESFERICO -28.00;LCI-0005826;150;4;U04;200101
5827;7827;LENTES DE CONTACTO IQ SOFT ESFERICO -28.25;LCI-0005827;150;4;U04;200101
5828;7828;LENTES DE CONTACTO IQ SOFT ESFERICO -28.50;LCI-0005828;150;4;U04;200101
5829;7829;LENTES DE CONTACTO IQ SOFT ESFERICO -28.75;LCI-0005829;150;4;U04;200101
5830;7830;LENTES DE CONTACTO IQ SOFT ESFERICO -29.00;LCI-0005830;150;4;U04;200101
5831;7831;LENTES DE CONTACTO IQ SOFT ESFERICO -29.25;LCI-0005831;150;4;U04;200101
5832;7832;LENTES DE CONTACTO IQ SOFT ESFERICO -29.50;LCI-0005832;150;4;U04;200101
5833;7833;LENTES DE CONTACTO IQ SOFT ESFERICO -29.75;LCI-0005833;150;4;U04;200101
5834;7834;LENTES DE CONTACTO IQ SOFT ESFERICO -30.00;LCI-0005834;150;4;U04;200101
5835;7835;LENTES DE CONTACTO IQ SOFT TORICO +30.00;LCI-0005835;150;4;U04;200101
5836;7836;LENTES DE CONTACTO IQ SOFT TORICO +29.75;LCI-0005836;150;4;U04;200101
5837;7837;LENTES DE CONTACTO IQ SOFT TORICO +29.50;LCI-0005837;150;4;U04;200101
5838;7838;LENTES DE CONTACTO IQ SOFT TORICO +29.25;LCI-0005838;150;4;U04;200101
5839;7839;LENTES DE CONTACTO IQ SOFT TORICO +29.00;LCI-0005839;150;4;U04;200101
5840;7840;LENTES DE CONTACTO IQ SOFT TORICO +28.75;LCI-0005840;150;4;U04;200101
5841;7841;LENTES DE CONTACTO IQ SOFT TORICO +28.50;LCI-0005841;150;4;U04;200101
5842;7842;LENTES DE CONTACTO IQ SOFT TORICO +28.25;LCI-0005842;150;4;U04;200101
5843;7843;LENTES DE CONTACTO IQ SOFT TORICO +28.00;LCI-0005843;150;4;U04;200101
5844;7844;LENTES DE CONTACTO IQ SOFT TORICO +27.75;LCI-0005844;150;4;U04;200101
5845;7845;LENTES DE CONTACTO IQ SOFT TORICO +27.50;LCI-0005845;150;4;U04;200101
5846;7846;LENTES DE CONTACTO IQ SOFT TORICO +27.25;LCI-0005846;150;4;U04;200101
5847;7847;LENTES DE CONTACTO IQ SOFT TORICO +27.00;LCI-0005847;150;4;U04;200101
5848;7848;LENTES DE CONTACTO IQ SOFT TORICO +26.75;LCI-0005848;150;4;U04;200101
5849;7849;LENTES DE CONTACTO IQ SOFT TORICO +26.50;LCI-0005849;150;4;U04;200101
5850;7850;LENTES DE CONTACTO IQ SOFT TORICO +26.25;LCI-0005850;150;4;U04;200101
5851;7851;LENTES DE CONTACTO IQ SOFT TORICO +26.00;LCI-0005851;150;4;U04;200101
5852;7852;LENTES DE CONTACTO IQ SOFT TORICO +25.75;LCI-0005852;150;4;U04;200101
5853;7853;LENTES DE CONTACTO IQ SOFT TORICO +25.50;LCI-0005853;150;4;U04;200101
5854;7854;LENTES DE CONTACTO IQ SOFT TORICO +25.25;LCI-0005854;150;4;U04;200101
5855;7855;LENTES DE CONTACTO IQ SOFT TORICO +25.00;LCI-0005855;150;4;U04;200101
5856;7856;LENTES DE CONTACTO IQ SOFT TORICO +24.75;LCI-0005856;150;4;U04;200101
5857;7857;LENTES DE CONTACTO IQ SOFT TORICO +24.50;LCI-0005857;150;4;U04;200101
5858;7858;LENTES DE CONTACTO IQ SOFT TORICO +24.25;LCI-0005858;150;4;U04;200101
5859;7859;LENTES DE CONTACTO IQ SOFT TORICO +24.00;LCI-0005859;150;4;U04;200101
5860;7860;LENTES DE CONTACTO IQ SOFT TORICO +23.75;LCI-0005860;150;4;U04;200101
5861;7861;LENTES DE CONTACTO IQ SOFT TORICO +23.50;LCI-0005861;150;4;U04;200101
5862;7862;LENTES DE CONTACTO IQ SOFT TORICO +23.25;LCI-0005862;150;4;U04;200101
5863;7863;LENTES DE CONTACTO IQ SOFT TORICO +23.00;LCI-0005863;150;4;U04;200101
5864;7864;LENTES DE CONTACTO IQ SOFT TORICO +22.75;LCI-0005864;150;4;U04;200101
5865;7865;LENTES DE CONTACTO IQ SOFT TORICO +22.50;LCI-0005865;150;4;U04;200101
5866;7866;LENTES DE CONTACTO IQ SOFT TORICO +22.25;LCI-0005866;150;4;U04;200101
5867;7867;LENTES DE CONTACTO IQ SOFT TORICO +22.00;LCI-0005867;150;4;U04;200101
5868;7868;LENTES DE CONTACTO IQ SOFT TORICO +21.75;LCI-0005868;150;4;U04;200101
5869;7869;LENTES DE CONTACTO IQ SOFT TORICO +21.50;LCI-0005869;150;4;U04;200101
5870;7870;LENTES DE CONTACTO IQ SOFT TORICO +21.25;LCI-0005870;150;4;U04;200101
5871;7871;LENTES DE CONTACTO IQ SOFT TORICO +21.00;LCI-0005871;150;4;U04;200101
5872;7872;LENTES DE CONTACTO IQ SOFT TORICO +20.75;LCI-0005872;150;4;U04;200101
5873;7873;LENTES DE CONTACTO IQ SOFT TORICO +20.50;LCI-0005873;150;4;U04;200101
5874;7874;LENTES DE CONTACTO IQ SOFT TORICO +20.25;LCI-0005874;150;4;U04;200101
5875;7875;LENTES DE CONTACTO IQ SOFT TORICO +20.00;LCI-0005875;150;4;U04;200101
5876;7876;LENTES DE CONTACTO IQ SOFT TORICO +19.75;LCI-0005876;150;4;U04;200101
5877;7877;LENTES DE CONTACTO IQ SOFT TORICO +19.50;LCI-0005877;150;4;U04;200101
5878;7878;LENTES DE CONTACTO IQ SOFT TORICO +19.25;LCI-0005878;150;4;U04;200101
5879;7879;LENTES DE CONTACTO IQ SOFT TORICO +19.00;LCI-0005879;150;4;U04;200101
5880;7880;LENTES DE CONTACTO IQ SOFT TORICO +18.75;LCI-0005880;150;4;U04;200101
5881;7881;LENTES DE CONTACTO IQ SOFT TORICO +18.50;LCI-0005881;150;4;U04;200101
5882;7882;LENTES DE CONTACTO IQ SOFT TORICO +18.25;LCI-0005882;150;4;U04;200101
5883;7883;LENTES DE CONTACTO IQ SOFT TORICO +18.00;LCI-0005883;150;4;U04;200101
5884;7884;LENTES DE CONTACTO IQ SOFT TORICO +17.75;LCI-0005884;150;4;U04;200101
5885;7885;LENTES DE CONTACTO IQ SOFT TORICO +17.50;LCI-0005885;150;4;U04;200101
5886;7886;LENTES DE CONTACTO IQ SOFT TORICO +17.25;LCI-0005886;150;4;U04;200101
5887;7887;LENTES DE CONTACTO IQ SOFT TORICO +17.00;LCI-0005887;150;4;U04;200101
5888;7888;LENTES DE CONTACTO IQ SOFT TORICO +16.75;LCI-0005888;150;4;U04;200101
5889;7889;LENTES DE CONTACTO IQ SOFT TORICO +16.50;LCI-0005889;150;4;U04;200101
5890;7890;LENTES DE CONTACTO IQ SOFT TORICO +16.25;LCI-0005890;150;4;U04;200101
5891;7891;LENTES DE CONTACTO IQ SOFT TORICO +16.00;LCI-0005891;150;4;U04;200101
5892;7892;LENTES DE CONTACTO IQ SOFT TORICO +15.75;LCI-0005892;150;4;U04;200101
5893;7893;LENTES DE CONTACTO IQ SOFT TORICO +15.50;LCI-0005893;150;4;U04;200101
5894;7894;LENTES DE CONTACTO IQ SOFT TORICO +15.25;LCI-0005894;150;4;U04;200101
5895;7895;LENTES DE CONTACTO IQ SOFT TORICO +15.00;LCI-0005895;150;4;U04;200101
5896;7896;LENTES DE CONTACTO IQ SOFT TORICO +14.75;LCI-0005896;150;4;U04;200101
5897;7897;LENTES DE CONTACTO IQ SOFT TORICO +14.50;LCI-0005897;150;4;U04;200101
5898;7898;LENTES DE CONTACTO IQ SOFT TORICO +14.25;LCI-0005898;150;4;U04;200101
5899;7899;LENTES DE CONTACTO IQ SOFT TORICO +14.00;LCI-0005899;150;4;U04;200101
5900;7900;LENTES DE CONTACTO IQ SOFT TORICO +13.75;LCI-0005900;150;4;U04;200101
5901;7901;LENTES DE CONTACTO IQ SOFT TORICO +13.50;LCI-0005901;150;4;U04;200101
5902;7902;LENTES DE CONTACTO IQ SOFT TORICO +13.25;LCI-0005902;150;4;U04;200101
5903;7903;LENTES DE CONTACTO IQ SOFT TORICO +13.00;LCI-0005903;150;4;U04;200101
5904;7904;LENTES DE CONTACTO IQ SOFT TORICO +12.75;LCI-0005904;150;4;U04;200101
5905;7905;LENTES DE CONTACTO IQ SOFT TORICO +12.50;LCI-0005905;150;4;U04;200101
5906;7906;LENTES DE CONTACTO IQ SOFT TORICO +12.25;LCI-0005906;150;4;U04;200101
5907;7907;LENTES DE CONTACTO IQ SOFT TORICO +12.00;LCI-0005907;150;4;U04;200101
5908;7908;LENTES DE CONTACTO IQ SOFT TORICO +11.75;LCI-0005908;150;4;U04;200101
5909;7909;LENTES DE CONTACTO IQ SOFT TORICO +11.50;LCI-0005909;150;4;U04;200101
5910;7910;LENTES DE CONTACTO IQ SOFT TORICO +11.25;LCI-0005910;150;4;U04;200101
5911;7911;LENTES DE CONTACTO IQ SOFT TORICO +11.00;LCI-0005911;150;4;U04;200101
