COD_AUTO;CODIGO;DESCRIPCION;REFERENCIA;TIPO INSUMO DET;TIPO INSUMO;UND NEGOCIOS;CENTRO COSTOS
1154;1226;LENTES INTRAOCULARES R. TORICO SV25T5 +2.50 +26.00;LI-0001154;150;4;U04;200101
1155;1227;LENTES INTRAOCULARES R. TORICO SV25T5 +2.50 +26.50;LI-0001155;150;4;U04;200101
1156;1228;LENTES INTRAOCULARES R. TORICO SV25T5 +2.50 +27.00;LI-0001156;150;4;U04;200101
1157;1229;LENTES INTRAOCULARES R. TORICO SV25T5 +2.50 +27.50;LI-0001157;150;4;U04;200101
1158;1230;LENTES INTRAOCULARES R. TORICO SV25T5 +2.50 +28.00;LI-0001158;150;4;U04;200101
1159;1231;LENTES INTRAOCULARES R. TORICO SV25T5 +2.50 +28.50;LI-0001159;150;4;U04;200101
1160;1232;LENTES INTRAOCULARES R. TORICO SV25T5 +2.50 +29.00;LI-0001160;150;4;U04;200101
1161;1233;LENTES INTRAOCULARES R. TORICO SV25T5 +2.50 +29.50;LI-0001161;150;4;U04;200101
1162;1234;LENTES INTRAOCULARES R. TORICO SV25T5 +2.50 +30.00;LI-0001162;150;4;U04;200101
1163;1235;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -1.00;LI-0001163;150;4;U04;200101
1164;1236;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -1.50;LI-0001164;150;4;U04;200101
1165;1237;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -2.00;LI-0001165;150;4;U04;200101
1166;1238;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -2.50;LI-0001166;150;4;U04;200101
1167;1239;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -3.00;LI-0001167;150;4;U04;200101
1168;1240;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -3.50;LI-0001168;150;4;U04;200101
1169;1241;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -4.00;LI-0001169;150;4;U04;200101
1170;1242;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -4.50;LI-0001170;150;4;U04;200101
1171;1243;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -5.00;LI-0001171;150;4;U04;200101
1172;1244;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -5.50;LI-0001172;150;4;U04;200101
1173;1245;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -6.00;LI-0001173;150;4;U04;200101
1174;1246;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -6.50;LI-0001174;150;4;U04;200101
1175;1247;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -7.00;LI-0001175;150;4;U04;200101
1176;1248;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -7.50;LI-0001176;150;4;U04;200101
1177;1249;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -8.00;LI-0001177;150;4;U04;200101
1178;1250;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -8.50;LI-0001178;150;4;U04;200101
1179;1251;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -9.00;LI-0001179;150;4;U04;200101
1180;1252;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -9.50;LI-0001180;150;4;U04;200101
1181;1253;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -10.00;LI-0001181;150;4;U04;200101
1182;1254;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -10.50;LI-0001182;150;4;U04;200101
1183;1255;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -11.00;LI-0001183;150;4;U04;200101
1184;1256;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -11.50;LI-0001184;150;4;U04;200101
1185;1257;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -12.00;LI-0001185;150;4;U04;200101
1186;1258;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -12.50;LI-0001186;150;4;U04;200101
1187;1259;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -13.00;LI-0001187;150;4;U04;200101
1188;1260;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -13.50;LI-0001188;150;4;U04;200101
1189;1261;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -14.00;LI-0001189;150;4;U04;200101
1190;1262;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -14.50;LI-0001190;150;4;U04;200101
1191;1263;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -15.00;LI-0001191;150;4;U04;200101
1192;1264;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -15.50;LI-0001192;150;4;U04;200101
1193;1265;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -16.00;LI-0001193;150;4;U04;200101
1194;1266;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -16.50;LI-0001194;150;4;U04;200101
1195;1267;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -17.00;LI-0001195;150;4;U04;200101
1196;1268;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -17.50;LI-0001196;150;4;U04;200101
1197;1269;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -18.00;LI-0001197;150;4;U04;200101
1198;1270;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -18.50;LI-0001198;150;4;U04;200101
1199;1271;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -19.00;LI-0001199;150;4;U04;200101
1200;1272;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -19.50;LI-0001200;150;4;U04;200101
1201;1273;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -20.00;LI-0001201;150;4;U04;200101
1202;1274;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -20.50;LI-0001202;150;4;U04;200101
1203;1275;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -21.00;LI-0001203;150;4;U04;200101
1204;1276;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -21.50;LI-0001204;150;4;U04;200101
1205;1277;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO -22.00;LI-0001205;150;4;U04;200101
1206;1278;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +1.00;LI-0001206;150;4;U04;200101
1207;1279;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +1.50;LI-0001207;150;4;U04;200101
1208;1280;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +2.00;LI-0001208;150;4;U04;200101
1209;1281;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +2.50;LI-0001209;150;4;U04;200101
1210;1282;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +3.00;LI-0001210;150;4;U04;200101
1211;1283;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +3.50;LI-0001211;150;4;U04;200101
1212;1284;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +4.00;LI-0001212;150;4;U04;200101
1213;1285;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +4.50;LI-0001213;150;4;U04;200101
1214;1286;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +5.00;LI-0001214;150;4;U04;200101
1215;1287;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +5.50;LI-0001215;150;4;U04;200101
1216;1288;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +6.00;LI-0001216;150;4;U04;200101
1217;1289;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +6.50;LI-0001217;150;4;U04;200101
1218;1290;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +7.00;LI-0001218;150;4;U04;200101
1219;1291;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +7.50;LI-0001219;150;4;U04;200101
1220;1292;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +8.00;LI-0001220;150;4;U04;200101
1221;1293;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +8.50;LI-0001221;150;4;U04;200101
1222;1294;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +9.00;LI-0001222;150;4;U04;200101
1223;1295;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +9.50;LI-0001223;150;4;U04;200101
1224;1296;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +10.00;LI-0001224;150;4;U04;200101
1225;1297;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +10.50;LI-0001225;150;4;U04;200101
1226;1298;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +11.50;LI-0001226;150;4;U04;200101
1227;1299;LENTES INTRAOCULARES ARTISAN FAQUICO TORICO +12.00;LI-0001227;150;4;U04;200101
1228;1300;LENTES INTRAOCULARES ARTISAN DE APHAKIA +2.00;LI-0001228;150;4;U04;200101
1229;1301;LENTES INTRAOCULARES ARTISAN DE APHAKIA +3.00;LI-0001229;150;4;U04;200101
1230;1302;LENTES INTRAOCULARES ARTISAN DE APHAKIA +4.00;LI-0001230;150;4;U04;200101
1231;1303;LENTES INTRAOCULARES ARTISAN DE APHAKIA +5.00;LI-0001231;150;4;U04;200101
1232;1304;LENTES INTRAOCULARES ARTISAN DE APHAKIA +6.00;LI-0001232;150;4;U04;200101
1233;1305;LENTES INTRAOCULARES ARTISAN DE APHAKIA +7.00;LI-0001233;150;4;U04;200101
1234;1306;LENTES INTRAOCULARES ARTISAN DE APHAKIA +8.00;LI-0001234;150;4;U04;200101
1235;1307;LENTES INTRAOCULARES ARTISAN DE APHAKIA +9.00;LI-0001235;150;4;U04;200101
1236;1308;LENTES INTRAOCULARES ARTISAN DE APHAKIA +10.00;LI-0001236;150;4;U04;200101
1237;1309;LENTES INTRAOCULARES ARTISAN DE APHAKIA +11.00;LI-0001237;150;4;U04;200101
1238;1310;LENTES INTRAOCULARES ARTISAN DE APHAKIA +12.00;LI-0001238;150;4;U04;200101
1239;1311;LENTES INTRAOCULARES ARTISAN DE APHAKIA +13.00;LI-0001239;150;4;U04;200101
1240;1312;LENTES INTRAOCULARES ARTISAN DE APHAKIA +14.00;LI-0001240;150;4;U04;200101
1241;1313;LENTES INTRAOCULARES ARTISAN DE APHAKIA +15.00;LI-0001241;150;4;U04;200101
1242;1314;LENTES INTRAOCULARES ARTISAN DE APHAKIA +15.50;LI-0001242;150;4;U04;200101
1243;1315;LENTES INTRAOCULARES ARTISAN DE APHAKIA +16.00;LI-0001243;150;4;U04;200101
1244;1316;LENTES INTRAOCULARES ARTISAN DE APHAKIA +16.50;LI-0001244;150;4;U04;200101
1245;1317;LENTES INTRAOCULARES ARTISAN DE APHAKIA +17.00;LI-0001245;150;4;U04;200101
1246;1318;LENTES INTRAOCULARES ARTISAN DE APHAKIA +17.50;LI-0001246;150;4;U04;200101
1247;1319;LENTES INTRAOCULARES ARTISAN DE APHAKIA +18.00;LI-0001247;150;4;U04;200101
1248;1320;LENTES INTRAOCULARES ARTISAN DE APHAKIA +18.50;LI-0001248;150;4;U04;200101
1249;1321;LENTES INTRAOCULARES ARTISAN DE APHAKIA +19.00;LI-0001249;150;4;U04;200101
1250;1322;LENTES INTRAOCULARES ARTISAN DE APHAKIA +19.50;LI-0001250;150;4;U04;200101
1251;1323;LENTES INTRAOCULARES ARTISAN DE APHAKIA +20.00;LI-0001251;150;4;U04;200101
1252;1324;LENTES INTRAOCULARES ARTISAN DE APHAKIA +20.50;LI-0001252;150;4;U04;200101
1253;1325;LENTES INTRAOCULARES ARTISAN DE APHAKIA +21.00;LI-0001253;150;4;U04;200101
1254;1326;LENTES INTRAOCULARES ARTISAN DE APHAKIA +21.50;LI-0001254;150;4;U04;200101
1255;1327;LENTES INTRAOCULARES ARTISAN DE APHAKIA +22.00;LI-0001255;150;4;U04;200101
1256;1328;LENTES INTRAOCULARES ARTISAN DE APHAKIA +22.50;LI-0001256;150;4;U04;200101
1257;1329;LENTES INTRAOCULARES ARTISAN DE APHAKIA +23.00;LI-0001257;150;4;U04;200101
1258;1330;LENTES INTRAOCULARES ARTISAN DE APHAKIA +23.50;LI-0001258;150;4;U04;200101
1259;1331;LENTES INTRAOCULARES ARTISAN DE APHAKIA +24.00;LI-0001259;150;4;U04;200101
1260;1332;LENTES INTRAOCULARES ARTISAN DE APHAKIA +24.50;LI-0001260;150;4;U04;200101
1261;1333;LENTES INTRAOCULARES ARTISAN DE APHAKIA +25.00;LI-0001261;150;4;U04;200101
1262;1334;LENTES INTRAOCULARES ARTISAN DE APHAKIA +26.00;LI-0001262;150;4;U04;200101
1263;1335;LENTES INTRAOCULARES ARTISAN DE APHAKIA +27.00;LI-0001263;150;4;U04;200101
1264;1336;LENTES INTRAOCULARES ARTISAN DE APHAKIA +28.00;LI-0001264;150;4;U04;200101
1265;1337;LENTES INTRAOCULARES ARTISAN DE APHAKIA +29.00;LI-0001265;150;4;U04;200101
1266;1338;LENTES INTRAOCULARES ARTISAN DE APHAKIA +30.00;LI-0001266;150;4;U04;200101
1267;1340;LENTES INTRAOCULARES RAYNER 620H -1.00;LI-0001267;150;4;U04;200101
1268;1341;LENTES INTRAOCULARES RAYNER 620H -2.00;LI-0001268;150;4;U04;200101
1269;1342;LENTES INTRAOCULARES RAYNER 620H -3.00;LI-0001269;150;4;U04;200101
1270;1343;LENTES INTRAOCULARES RAYNER 620H -4.00;LI-0001270;150;4;U04;200101
1271;1344;LENTES INTRAOCULARES RAYNER 620H -5.00;LI-0001271;150;4;U04;200101
1272;1345;LENTES INTRAOCULARES RAYNER 620H -6.00;LI-0001272;150;4;U04;200101
1273;1346;LENTES INTRAOCULARES RAYNER 620H -7.00;LI-0001273;150;4;U04;200101
1274;1347;LENTES INTRAOCULARES RAYNER 620H -8.00;LI-0001274;150;4;U04;200101
1275;1348;LENTES INTRAOCULARES RAYNER 620H -9.00;LI-0001275;150;4;U04;200101
1276;1349;LENTES INTRAOCULARES RAYNER 620H -10.00;LI-0001276;150;4;U04;200101
1277;1350;LENTES INTRAOCULARES RAYNER 620H +0.00;LI-0001277;150;4;U04;200101
1278;1351;LENTES INTRAOCULARES RAYNER 620H +1.00;LI-0001278;150;4;U04;200101
1279;1352;LENTES INTRAOCULARES RAYNER 620H +2.00;LI-0001279;150;4;U04;200101
1280;1353;LENTES INTRAOCULARES RAYNER 620H +3.00;LI-0001280;150;4;U04;200101
1281;1354;LENTES INTRAOCULARES RAYNER 620H +4.00;LI-0001281;150;4;U04;200101
1282;1355;LENTES INTRAOCULARES RAYNER 620H +5.00;LI-0001282;150;4;U04;200101
1283;1356;LENTES INTRAOCULARES RAYNER 620H +6.00;LI-0001283;150;4;U04;200101
1284;1357;LENTES INTRAOCULARES RAYNER 620H +7.00;LI-0001284;150;4;U04;200101
1285;1358;LENTES INTRAOCULARES RAYNER 620H +8.00;LI-0001285;150;4;U04;200101
1286;1359;LENTES INTRAOCULARES RAYNER 620H +9.00;LI-0001286;150;4;U04;200101
1287;1360;LENTES INTRAOCULARES RAYNER 620H +10.00;LI-0001287;150;4;U04;200101
1288;1361;LENTES INTRAOCULARES RAYNER 570C +10.00;LI-0001288;150;4;U04;200101
1289;1362;LENTES INTRAOCULARES RAYNER 570C +11.00;LI-0001289;150;4;U04;200101
1290;1363;LENTES INTRAOCULARES RAYNER 570C +12.00;LI-0001290;150;4;U04;200101
1291;1364;LENTES INTRAOCULARES RAYNER 570C +13.00;LI-0001291;150;4;U04;200101
1292;1365;LENTES INTRAOCULARES RAYNER 570C +14.00;LI-0001292;150;4;U04;200101
1293;1366;LENTES INTRAOCULARES RAYNER 570C +15.00;LI-0001293;150;4;U04;200101
1294;1367;LENTES INTRAOCULARES RAYNER 570C +15.50;LI-0001294;150;4;U04;200101
1295;1368;LENTES INTRAOCULARES RAYNER 570C +16.00;LI-0001295;150;4;U04;200101
1296;1369;LENTES INTRAOCULARES RAYNER 570C +16.50;LI-0001296;150;4;U04;200101
1297;1370;LENTES INTRAOCULARES RAYNER 570C +17.00;LI-0001297;150;4;U04;200101
1298;1371;LENTES INTRAOCULARES RAYNER 570C +17.50;LI-0001298;150;4;U04;200101
1299;1372;LENTES INTRAOCULARES RAYNER 570C +18.00;LI-0001299;150;4;U04;200101
1300;1373;LENTES INTRAOCULARES RAYNER 570C +18.50;LI-0001300;150;4;U04;200101
1301;1374;LENTES INTRAOCULARES RAYNER 570C +19.00;LI-0001301;150;4;U04;200101
1302;1375;LENTES INTRAOCULARES RAYNER 570C +19.50;LI-0001302;150;4;U04;200101
1303;1376;LENTES INTRAOCULARES RAYNER 570C +20.00;LI-0001303;150;4;U04;200101
1304;1377;LENTES INTRAOCULARES RAYNER 570C +20.50;LI-0001304;150;4;U04;200101
1305;1378;LENTES INTRAOCULARES RAYNER 570C +21.00;LI-0001305;150;4;U04;200101
1306;1379;LENTES INTRAOCULARES RAYNER 570C +21.50;LI-0001306;150;4;U04;200101
1307;1380;LENTES INTRAOCULARES RAYNER 570C +22.00;LI-0001307;150;4;U04;200101
1308;1381;LENTES INTRAOCULARES RAYNER 570C +22.50;LI-0001308;150;4;U04;200101
1309;1382;LENTES INTRAOCULARES RAYNER 570C +23.00;LI-0001309;150;4;U04;200101
1310;1383;LENTES INTRAOCULARES RAYNER 570C +23.50;LI-0001310;150;4;U04;200101
1311;1384;LENTES INTRAOCULARES RAYNER 570C +24.00;LI-0001311;150;4;U04;200101
1312;1385;LENTES INTRAOCULARES RAYNER 570C +24.50;LI-0001312;150;4;U04;200101
1313;1386;LENTES INTRAOCULARES RAYNER 570C +25.00;LI-0001313;150;4;U04;200101
1314;1387;LENTES INTRAOCULARES RAYNER 570C +25.50;LI-0001314;150;4;U04;200101
1315;1388;LENTES INTRAOCULARES RAYNER 570C +26.00;LI-0001315;150;4;U04;200101
1316;1389;LENTES INTRAOCULARES RAYNER 570C +27.00;LI-0001316;150;4;U04;200101
1317;1390;LENTES INTRAOCULARES RAYNER 570C +28.00;LI-0001317;150;4;U04;200101
1318;1391;LENTES INTRAOCULARES RAYNER 570C +29.00;LI-0001318;150;4;U04;200101
1319;1392;LENTES INTRAOCULARES RAYNER 570C +30.00;LI-0001319;150;4;U04;200101
1320;1393;LENTES INTRAOCULARES RAYNER 570C +31.00;LI-0001320;150;4;U04;200101
1321;1394;LENTES INTRAOCULARES RAYNER 570C +32.00;LI-0001321;150;4;U04;200101
1322;1395;LENTES INTRAOCULARES RAYNER 570C +33.00;LI-0001322;150;4;U04;200101
1323;1396;LENTES INTRAOCULARES RAYNER 570C +34.00;LI-0001323;150;4;U04;200101
1324;1397;LENTES INTRAOCULARES RAYNER 920H -1.00;LI-0001324;150;4;U04;200101
1325;1398;LENTES INTRAOCULARES RAYNER 920H -2.00;LI-0001325;150;4;U04;200101
1326;1399;LENTES INTRAOCULARES RAYNER 920H -3.00;LI-0001326;150;4;U04;200101
1327;1400;LENTES INTRAOCULARES RAYNER 920H -4.00;LI-0001327;150;4;U04;200101
1328;1401;LENTES INTRAOCULARES RAYNER 920H -5.00;LI-0001328;150;4;U04;200101
1329;1402;LENTES INTRAOCULARES RAYNER 920H -6.00;LI-0001329;150;4;U04;200101
1330;1403;LENTES INTRAOCULARES RAYNER 920H -7.00;LI-0001330;150;4;U04;200101
1331;1404;LENTES INTRAOCULARES RAYNER 920H -8.00;LI-0001331;150;4;U04;200101
1332;1405;LENTES INTRAOCULARES RAYNER 920H -9.00;LI-0001332;150;4;U04;200101
1333;1406;LENTES INTRAOCULARES RAYNER 920H -10.00;LI-0001333;150;4;U04;200101
1334;1407;LENTES INTRAOCULARES RAYNER 920H +1.00;LI-0001334;150;4;U04;200101
1335;1408;LENTES INTRAOCULARES RAYNER 920H +2.00;LI-0001335;150;4;U04;200101
1336;1409;LENTES INTRAOCULARES RAYNER 920H +3.00;LI-0001336;150;4;U04;200101
1337;1410;LENTES INTRAOCULARES RAYNER 920H +4.00;LI-0001337;150;4;U04;200101
1338;1411;LENTES INTRAOCULARES RAYNER 920H +5.00;LI-0001338;150;4;U04;200101
1339;1412;LENTES INTRAOCULARES RAYNER 920H +6.00;LI-0001339;150;4;U04;200101
1340;1413;LENTES INTRAOCULARES RAYNER 920H +7.00;LI-0001340;150;4;U04;200101
1341;1414;LENTES INTRAOCULARES RAYNER 920H +8.00;LI-0001341;150;4;U04;200101
1342;1415;LENTES INTRAOCULARES RAYNER 920H +9.00;LI-0001342;150;4;U04;200101
1343;1416;LENTES INTRAOCULARES RAYNER 920H +10.00;LI-0001343;150;4;U04;200101
1344;1417;LENTES INTRAOCULARES RAYNER 920H +11.00;LI-0001344;150;4;U04;200101
1345;1418;LENTES INTRAOCULARES RAYNER 920H +12.00;LI-0001345;150;4;U04;200101
1346;1419;LENTES INTRAOCULARES RAYNER 920H +13.00;LI-0001346;150;4;U04;200101
1347;1420;LENTES INTRAOCULARES RAYNER 920H +14.00;LI-0001347;150;4;U04;200101
1348;1421;LENTES INTRAOCULARES RAYNER 920H +15.00;LI-0001348;150;4;U04;200101
1349;1422;LENTES INTRAOCULARES RAYNER 920H +16.00;LI-0001349;150;4;U04;200101
1350;1423;LENTES INTRAOCULARES RAYNER 970C +16.50;LI-0001350;150;4;U04;200101
1351;1424;LENTES INTRAOCULARES RAYNER 970C +17.00;LI-0001351;150;4;U04;200101
1352;1425;LENTES INTRAOCULARES RAYNER 970C +17.50;LI-0001352;150;4;U04;200101
1353;1426;LENTES INTRAOCULARES RAYNER 970C +18.00;LI-0001353;150;4;U04;200101
1354;1427;LENTES INTRAOCULARES RAYNER 970C +18.50;LI-0001354;150;4;U04;200101
1355;1428;LENTES INTRAOCULARES RAYNER 970C +19.00;LI-0001355;150;4;U04;200101
1356;1429;LENTES INTRAOCULARES RAYNER 970C +19.50;LI-0001356;150;4;U04;200101
1357;1430;LENTES INTRAOCULARES RAYNER 970C +20.00;LI-0001357;150;4;U04;200101
1358;1431;LENTES INTRAOCULARES RAYNER 970C +20.50;LI-0001358;150;4;U04;200101
1359;1432;LENTES INTRAOCULARES RAYNER 970C +21.00;LI-0001359;150;4;U04;200101
1360;1433;LENTES INTRAOCULARES RAYNER 970C +21.50;LI-0001360;150;4;U04;200101
1361;1434;LENTES INTRAOCULARES RAYNER 970C +22.00;LI-0001361;150;4;U04;200101
1362;1435;LENTES INTRAOCULARES RAYNER 970C +22.50;LI-0001362;150;4;U04;200101
1363;1436;LENTES INTRAOCULARES RAYNER 970C +23.00;LI-0001363;150;4;U04;200101
1364;1437;LENTES INTRAOCULARES RAYNER 970C +23.50;LI-0001364;150;4;U04;200101
1365;1438;LENTES INTRAOCULARES RAYNER 970C +24.00;LI-0001365;150;4;U04;200101
1366;1439;LENTES INTRAOCULARES RAYNER 970C +24.50;LI-0001366;150;4;U04;200101
1367;1440;LENTES INTRAOCULARES RAYNER 970C +25.00;LI-0001367;150;4;U04;200101
1368;1441;LENTES INTRAOCULARES RAYNER 970C +25.50;LI-0001368;150;4;U04;200101
1369;1442;LENTES INTRAOCULARES RAYNER 970C +26.00;LI-0001369;150;4;U04;200101
1370;1443;LENTES INTRAOCULARES RAYNER 970C +27.00;LI-0001370;150;4;U04;200101
1371;1444;LENTES INTRAOCULARES RAYNER 970C +28.00;LI-0001371;150;4;U04;200101
1372;1445;LENTES INTRAOCULARES RAYNER 970C +29.00;LI-0001372;150;4;U04;200101
1373;1446;LENTES INTRAOCULARES RAYNER 970C +30.00;LI-0001373;150;4;U04;200101
1374;1447;LENTES INTRAOCULARES RAYNER 970C +31.00;LI-0001374;150;4;U04;200101
1375;1448;LENTES INTRAOCULARES RAYNER 970C +32.00;LI-0001375;150;4;U04;200101
1376;1449;LENTES INTRAOCULARES RAYNER 970C +33.00;LI-0001376;150;4;U04;200101
1377;1450;LENTES INTRAOCULARES RAYNER 970C +34.00;LI-0001377;150;4;U04;200101
1378;1451;LENTES INTRAOCULARES PANOPTIX+13.00;LI-0001378;150;4;U04;200101
1379;1452;LENTES INTRAOCULARES PANOPTIX+13.50;LI-0001379;150;4;U04;200101
1380;1453;LENTES INTRAOCULARES PANOPTIX+14.00;LI-0001380;150;4;U04;200101
1381;1454;LENTES INTRAOCULARES PANOPTIX+14.50;LI-0001381;150;4;U04;200101
1382;1455;LENTES INTRAOCULARES PANOPTIX+15.00;LI-0001382;150;4;U04;200101
1383;1456;LENTES INTRAOCULARES PANOPTIX+15.50;LI-0001383;150;4;U04;200101
1384;1457;LENTES INTRAOCULARES PANOPTIX+16.00;LI-0001384;150;4;U04;200101
1385;1458;LENTES INTRAOCULARES PANOPTIX+16.50;LI-0001385;150;4;U04;200101
1386;1459;LENTES INTRAOCULARES PANOPTIX+17.00;LI-0001386;150;4;U04;200101
1387;1460;LENTES INTRAOCULARES PANOPTIX+17.50;LI-0001387;150;4;U04;200101
1388;1461;LENTES INTRAOCULARES PANOPTIX+18.00;LI-0001388;150;4;U04;200101
1389;1462;LENTES INTRAOCULARES PANOPTIX+18.50;LI-0001389;150;4;U04;200101
1390;1463;LENTES INTRAOCULARES PANOPTIX+19.00;LI-0001390;150;4;U04;200101
1391;1464;LENTES INTRAOCULARES PANOPTIX+19.50;LI-0001391;150;4;U04;200101
1392;1465;LENTES INTRAOCULARES PANOPTIX+20.00;LI-0001392;150;4;U04;200101
1393;1466;LENTES INTRAOCULARES PANOPTIX+20.50;LI-0001393;150;4;U04;200101
1394;1467;LENTES INTRAOCULARES PANOPTIX+21.00;LI-0001394;150;4;U04;200101
1395;1468;LENTES INTRAOCULARES PANOPTIX+21.50;LI-0001395;150;4;U04;200101
1396;1469;LENTES INTRAOCULARES PANOPTIX+22.00;LI-0001396;150;4;U04;200101
1397;1470;LENTES INTRAOCULARES PANOPTIX+22.50;LI-0001397;150;4;U04;200101
1398;1471;LENTES INTRAOCULARES PANOPTIX+23.00;LI-0001398;150;4;U04;200101
1399;1472;LENTES INTRAOCULARES PANOPTIX+23.50;LI-0001399;150;4;U04;200101
1400;1473;LENTES INTRAOCULARES PANOPTIX+24.00;LI-0001400;150;4;U04;200101
1401;1474;LENTES INTRAOCULARES PANOPTIX+24.50;LI-0001401;150;4;U04;200101
1402;1475;LENTES INTRAOCULARES PANOPTIX+25.00;LI-0001402;150;4;U04;200101
1403;1476;LENTES INTRAOCULARES PANOPTIX+25.50;LI-0001403;150;4;U04;200101
1404;1477;LENTES INTRAOCULARES PANOPTIX+26.00;LI-0001404;150;4;U04;200101
1405;1478;LENTES INTRAOCULARES PANOPTIX+26.50;LI-0001405;150;4;U04;200101
1406;1479;LENTES INTRAOCULARES PANOPTIX+27.00;LI-0001406;150;4;U04;200101
1407;1480;LENTES INTRAOCULARES PANOPTIX+27.50;LI-0001407;150;4;U04;200101
1408;1481;LENTES INTRAOCULARES PANOPTIX+28.00;LI-0001408;150;4;U04;200101
1409;1482;LENTES INTRAOCULARES PANOPTIX+28.50;LI-0001409;150;4;U04;200101
1410;1483;LENTES INTRAOCULARES PANOPTIX+29.00;LI-0001410;150;4;U04;200101
1411;1484;LENTES INTRAOCULARES PANOPTIX+29.50;LI-0001411;150;4;U04;200101
1412;1485;LENTES INTRAOCULARES PANOPTIX+30.00;LI-0001412;150;4;U04;200101
1413;1486;LENTES INTRAOCULARES PANOPTIX+30.50;LI-0001413;150;4;U04;200101
1414;1487;LENTES INTRAOCULARES PANOPTIX+31.00;LI-0001414;150;4;U04;200101
1415;1488;LENTES INTRAOCULARES PANOPTIX+31.50;LI-0001415;150;4;U04;200101
1416;1489;LENTES INTRAOCULARES PANOPTIX+32.00;LI-0001416;150;4;U04;200101
1417;1490;LENTES INTRAOCULARES PANOPTIX+32.50;LI-0001417;150;4;U04;200101
1418;1491;LENTES INTRAOCULARES PANOPTIX+33.00;LI-0001418;150;4;U04;200101
1419;1492;LENTES INTRAOCULARES PANOPTIX+33.50;LI-0001419;150;4;U04;200101
1420;1493;LENTES INTRAOCULARES PANOPTIX+34.00;LI-0001420;150;4;U04;200101
